"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"233928","233928","txn","","","Elaltitan","","233928","genus","Elaltitan","71974","41410","extinct","1"
"433884","433884","txn","","","Arackar","","433884","genus","Arackar","71974","75813","extinct","1"
"180311","180311","txn","","","Atacamatitan","","180311","genus","Atacamatitan","71974","35569","extinct","1"
"64373","64373","txn","","","Paralititan","","64373","genus","Paralititan","71974","12577","extinct","2"
"64313","64313","txn","","","Isisaurus","","64313","genus","Isisaurus","455537","12557","extinct","7"
"488851","488851","txn","","","Titanomachya","","488851","genus","Titanomachya","455537","88168","extinct","1"
"57532","57532","txn","","","Rapetosaurus","","57532","genus","Rapetosaurus","455537","24618","extinct","5"
"488757","488757","txn","","","Udelartitan","","488757","genus","Udelartitan","455537","88151","extinct","1"
"437523","437523","txn","","","Nicksaurus","","437523","genus","Nicksaurus","64335","76822","extinct","1"
"498067","498067","txn","","","Qunkasaura","","498067","genus","Qunkasaura","64335","89363","extinct","1"
"450821","450821","txn","","","Abditosaurus","","450821","genus","Abditosaurus","64335","79613","extinct","2"
"65534","65534","txn","","","Bonatitan","","65534","genus","Bonatitan","58925","13269","extinct","1"
"38683","38683","txn","","","Alamosaurus","","38683","genus","Alamosaurus","58925","14569","extinct","38"
"38693","38693","txn","","","Saltasaurus","","38693","genus","Saltasaurus","304099","11730","extinct","1"
"64317","64317","txn","","","Neuquensaurus","","64317","genus","Neuquensaurus","304099","17252","extinct","14"
"38707","38707","txn","","","Microcoelus","subjective synonym of","64317","genus","Neuquensaurus","304099","36798","extinct","14"
"38691","38691","txn","","","Loricosaurus","subjective synonym of","64317","genus","Neuquensaurus","304099","63986","extinct","14"
"400333","400333","txn","","","Yamanasaurus","","400333","genus","Yamanasaurus","58925","71145","extinct","1"
"461989","461989","txn","","","Ibirania","","461989","genus","Ibirania","58925","82599","extinct","3"
"66612","66612","txn","","","Rocasaurus","","66612","genus","Rocasaurus","58925","13885","extinct","3"
"133088","133088","txn","","","Qingxiusaurus","","133088","genus","Qingxiusaurus","64335","28123","extinct","1"
"371019","371019","txn","","","Zhuchengtitan","","371019","genus","Zhuchengtitan","64335","65776","extinct","1"
"38698","38698","txn","","","Opisthocoelicaudia","","38698","genus","Opisthocoelicaudia","58923","9904","extinct","1"
"474890","474890","txn","","","Igai","","474890","genus","Igai","64335","85336","extinct","1"
"176783","176783","txn","","","Tapuiasaurus","","176783","genus","Tapuiasaurus","455537","35114","extinct","1"
"202260","202260","txn","","","Dongyangosaurus","","202260","genus","Dongyangosaurus","55585","37921","extinct","1"
"38689","38689","txn","","","Hypselosaurus","nomen dubium","38680","family","Titanosauridae","38680","56218","extinct","18"
"197174","197174","txn","","","Paludititan","","197174","genus","Paludititan","58924","37255","extinct","2"
"52883","52883","txn","","","Magyarosaurus","","52883","genus","Magyarosaurus","58924","29483","extinct","11"
"66645","66645","txn","","","Argentinosaurus","","66645","genus","Argentinosaurus","58924","13901","extinct","1"
"442426","442426","txn","","","Menucocelsior","","442426","genus","Menucocelsior","58924","78265","extinct","2"
"280184","280184","txn","","","Normanniasaurus","","280184","genus","Normanniasaurus","58924","48471","extinct","2"
"169824","169824","txn","","","Atsinganosaurus","","169824","genus","Atsinganosaurus","373264","33197","extinct","1"
"65826","65826","txn","","","Lirainosaurus","","65826","genus","Lirainosaurus","373264","13503","extinct","10"
"430752","430752","txn","","","Garrigatitan","","430752","genus","Garrigatitan","373264","74890","extinct","1"
"65139","65139","txn","","","Ampelosaurus","","65139","genus","Ampelosaurus","373264","13019","extinct","5"
"304823","304823","txn","","","Dreadnoughtus","","304823","genus","Dreadnoughtus","58924","52577","extinct","2"
"505033","505033","txn","","","Petrustitan","","505033","genus","Petrustitan","58924","91282","extinct","3"
"345958","345958","txn","","","Lohuecotitan","","345958","genus","Lohuecotitan","58924","60088","extinct","1"
"58912","58912","txn","","","Bonitasaura","","58912","genus","Bonitasaura","58924","11820","extinct","2"
"358623","358623","txn","","","Patagotitan","","358623","genus","Patagotitan","58924","63018","extinct","1"
"478763","478763","txn","","","Inawentu","","478763","genus","Inawentu","58924","86355","extinct","1"
"84659","84659","txn","","","Borealosaurus","","84659","genus","Borealosaurus","55585","18459","extinct","1"
"360505","360505","txn","","","Choconsaurus","","360505","genus","Choconsaurus","55585","63404","extinct","1"
"437529","437529","txn","IF","","Pashtosaurus","","437529","genus","Pashtosaurus","55585","76850","extinct","1"
"58917","58917","txn","","","Andesaurus","","58917","genus","Andesaurus","55585","11825","extinct","1"
"155051","155051","txn","IF","","Titanopodus","","155051","genus","Titanopodus","55585","30819","extinct","1"
"381533","381533","txn","","","Mnyamawamtuka","","381533","genus","Mnyamawamtuka","55585","67939","extinct","1"
"379935","379935","txn","","","Baalsaurus","","379935","genus","Baalsaurus","55585","67594","extinct","1"
"66006","66006","txn","","","Karongasaurus","","66006","genus","Karongasaurus","55585","13589","extinct","2"
"455702","455702","txn","F","","Pseudomegaloolithus","","455702","genus","Pseudomegaloolithus","55585","81620","extinct","5"
"197544","197544","txn","IF","","Malakhelisaurus","","197544","genus","Malakhelisaurus","55585","37335","extinct","1"
"433849","433849","txn","","","Ninjatitan","","433849","genus","Ninjatitan","55585","75786","extinct","1"
"119556","119556","txn","","","Marisaurus","","119556","genus","Marisaurus","437510","28187","extinct","5"
"119558","119558","txn","","","Balochisaurus","","119558","genus","Balochisaurus","437511","26722","extinct","12"
"478415","478415","txn","","","Qaikshaheen","","478415","genus","Qaikshaheen","437511","86250","extinct","3"
"437525","437525","txn","","","Saraikimasoom","","437525","genus","Saraikimasoom","437533","76850","extinct","12"
"437527","437527","txn","","","Gspsaurus","","437527","genus","Gspsaurus","437532","76850","extinct","7"
"437521","437521","txn","","","Maojandino","subjective synonym of","437527","genus","Gspsaurus","437532","76848","extinct","7"
"478417","478417","txn","","","Ikqaumishan","","478417","genus","Ikqaumishan","437532","86250","extinct","3"
"119550","119550","txn","","","Pakisaurus","","119550","genus","Pakisaurus","119548","26722","extinct","12"
"119554","119554","txn","","","Khetranisaurus","","119554","genus","Khetranisaurus","437509","26722","extinct","4"
"478413","478413","txn","","","Imrankhanhero","","478413","genus","Imrankhanhero","437508","86250","extinct","3"
"119552","119552","txn","","","Sulaimanisaurus","","119552","genus","Sulaimanisaurus","437508","26722","extinct","6"
"478419","478419","txn","","","Khanazeem","","478419","genus","Khanazeem","119548","86250","extinct","2"
"491178","491178","txn","","","Tiamat","","491178","genus","Tiamat","55585","88417","extinct","1"
"153725","153725","txn","","","Barrosasaurus","","153725","genus","Barrosasaurus","55585","30673","extinct","2"
"334673","334673","txn","","","Notocolossus","","334673","genus","Notocolossus","389116","57661","extinct","2"
"83419","83419","txn","","","Puertasaurus","","83419","genus","Puertasaurus","389116","18144","extinct","1"
"346948","346948","txn","","","Austroposeidon","","346948","genus","Austroposeidon","109003","60484","extinct","1"
"55583","55583","txn","","","Mendozasaurus","","55583","genus","Mendozasaurus","109003","9503","extinct","1"
"184915","184915","txn","","","Drusilasaura","","184915","genus","Drusilasaura","109003","36033","extinct","1"
"519811","519811","txn","","","Phosphatotitan","","519811","genus","Phosphatotitan","519812","94682","extinct","1"
"174549","174549","txn","","","Traukutitan","","174549","genus","Traukutitan","109003","34687","extinct","1"
"109004","109004","txn","","","Futalognkosaurus","","109004","genus","Futalognkosaurus","109003","25429","extinct","1"
"287942","287942","txn","","","Quetecsaurus","","287942","genus","Quetecsaurus","109003","49910","extinct","1"
"467411","467411","txn","","","Chucarosaurus","","467411","genus","Chucarosaurus","389116","83797","extinct","1"
"427963","427963","txn","","","Bravasaurus","","427963","genus","Bravasaurus","122470","74169","extinct","1"
"122471","122471","txn","","","Muyelensaurus","","122471","genus","Muyelensaurus","122470","27159","extinct","1"
"505092","505092","txn","","","Chadititan","","505092","genus","Chadititan","122470","91295","extinct","1"
"130181","130181","txn","","","Uberabatitan","","130181","genus","Uberabatitan","122470","27836","extinct","1"
"68591","68591","txn","","","Rinconsaurus","","68591","genus","Rinconsaurus","122470","15139","extinct","1"
"436895","436895","txn","","","Arrudatitan","","436895","genus","Arrudatitan","122470","76730","extinct","1"
"140725","140725","txn","","","Pitekunsaurus","","140725","genus","Pitekunsaurus","122470","29117","extinct","1"
"276170","276170","txn","","","Brasilotitan","","276170","genus","Brasilotitan","122470","47958","extinct","1"
"273091","273091","txn","","","Overosaurus","","273091","genus","Overosaurus","122470","47497","extinct","1"
"427961","427961","txn","","","Punatitan","","427961","genus","Punatitan","122470","74169","extinct","1"
"70544","70544","txn","","","Adamantisaurus","","70544","genus","Adamantisaurus","122470","16508","extinct","1"
"320810","320810","txn","","","Rukwatitan","","320810","genus","Rukwatitan","122470","55378","extinct","1"
"89499","89499","txn","","","Maxakalisaurus","","89499","genus","Maxakalisaurus","122470","19214","extinct","3"
"437616","437616","txn","IF","","Dgkhansaurus","","437616","genus","Dgkhansaurus","55585","73834","extinct","1"
"38694","38694","txn","","","Titanosaurus","nomen dubium","55585","unranked clade","Titanosauria","55585","18383","extinct","25"
"517595","517595","txn","","","Yeneen","","517595","genus","Yeneen","55585","93869","extinct","1"
"38708","38708","txn","","","Mongolosaurus","","38708","genus","Mongolosaurus","55585","12056","extinct","1"
"140853","140853","txn","","","Malarguesaurus","","140853","genus","Malarguesaurus","55585","29128","extinct","2"
"350050","350050","txn","","","Triunfosaurus","","350050","genus","Triunfosaurus","66514","61524","extinct","1"
"178321","178321","txn","","","Brontomerus","","178321","genus","Brontomerus","66514","35299","extinct","1"
"163871","163871","txn","","","Arkharavia","nomen dubium","66514","unranked clade","Somphospondyli","66514","32161","extinct","0"
"176039","176039","txn","","","Liubangosaurus","","176039","genus","Liubangosaurus","66514","34989","extinct","1"
"100783","100783","txn","","","Australodocus","","100783","genus","Australodocus","66514","24373","extinct","1"
"180383","180383","txn","","","Angolatitan","","180383","genus","Angolatitan","66514","35572","extinct","1"
"153807","153807","txn","","","Dongbeititan","","153807","genus","Dongbeititan","66514","30687","extinct","1"
"253236","253236","txn","","","Astrophocaudia","","253236","genus","Astrophocaudia","66514","42808","extinct","1"
"72376","72376","txn","","","Erketu","","72376","genus","Erketu","38699","16961","extinct","2"
"153669","153669","txn","","","Qiaowanlong","","153669","genus","Qiaowanlong","38699","30670","extinct","1"
"38701","38701","txn","","","Euhelopus","","38701","genus","Euhelopus","38699","13854","extinct","5"
"52900","52900","txn","","","Helopus","replaced by","38701","genus","Euhelopus","38699","18021","extinct","5"
"302341","302341","txn","","","Tambatitanis","","302341","genus","Tambatitanis","38699","52192","extinct","1"
"58856","58856","txn","","","Tangvayosaurus","","58856","genus","Tangvayosaurus","38699","11745","extinct","2"
"56409","56409","txn","","","Phuwiangosaurus","","56409","genus","Phuwiangosaurus","38699","9667","extinct","15"
"440880","440880","txn","","","Silutitan","","440880","genus","Silutitan","38699","77626","extinct","1"
"202272","202272","txn","","","Xianshanosaurus","","202272","genus","Xianshanosaurus","38699","37927","extinct","1"
"71976","71976","txn","","","Huabeisaurus","","71976","genus","Huabeisaurus","38699","16768","extinct","1"
"84665","84665","txn","","","Gobititan","","84665","genus","Gobititan","38699","18462","extinct","1"
"288219","288219","txn","","","Yongjinglong","","288219","genus","Yongjinglong","38699","49978","extinct","1"
"166380","166380","txn","","","Ruyangosaurus","","166380","genus","Ruyangosaurus","38699","32538","extinct","1"
"154995","154995","txn","","","Daxiatitan","","154995","genus","Daxiatitan","38699","30807","extinct","1"
"465375","465375","txn","","","Ruixinia","","465375","genus","Ruixinia","38699","83380","extinct","1"
"66616","66616","txn","","","Sauroposeidon","","66616","genus","Sauroposeidon","66514","6837","extinct","6"
"105989","105989","txn","","","Paluxysaurus","subjective synonym of","66616","genus","Sauroposeidon","66514","25140","extinct","6"
"81714","81714","txn","","","Ligabuesaurus","","81714","genus","Ligabuesaurus","66514","17704","extinct","1"
"433625","433625","txn","","","Dzharatitanis","","433625","genus","Dzharatitanis","66514","75738","extinct","1"
"84657","84657","txn","","","Sonidosaurus","","84657","genus","Sonidosaurus","66514","18458","extinct","1"
"398065","398065","txn","","","Fushanosaurus","","398065","genus","Fushanosaurus","57468","70648","extinct","1"
"386797","386797","txn","","","Oceanotitan","","386797","genus","Oceanotitan","57468","68982","extinct","1"
"38692","38692","txn","","","Macrurosaurus","nomen dubium","57468","unranked clade","Titanosauriformes","57468","14179","extinct","2"
"202263","202263","txn","","","Fukuititan","","202263","genus","Fukuititan","57468","37922","extinct","1"
"54170","54170","txn","","","Pleurocoelus","nomen dubium","57468","unranked clade","Titanosauriformes","57468","7834","extinct","5"
"64905","64905","txn","","","Cedarosaurus","","64905","genus","Cedarosaurus","38673","12918","extinct","3"
"352537","352537","txn","","","Vouivria","","352537","genus","Vouivria","38673","62226","extinct","1"
"359457","359457","txn","","","Soriatitan","","359457","genus","Soriatitan","38673","63208","extinct","1"
"38677","38677","txn","","","Brachiosaurus","","38677","genus","Brachiosaurus","38673","17263","extinct","20"
"163941","163941","txn","","","Abydosaurus","","163941","genus","Abydosaurus","38673","32168","extinct","1"
"67847","92307","txn","","","Giraffatitan","","67847","genus","Giraffatitan","38673","14554","extinct","42"
"81693","81693","txn","","","Galvesaurus","","81693","genus","Galvesaurus","38673","17674","extinct","1"
"65343","65343","txn","","","Lusotitan","","65343","genus","Lusotitan","38673","13162","extinct","1"
"68169","68169","txn","","","Sonorasaurus","","68169","genus","Sonorasaurus","38673","14864","extinct","1"
"66515","66515","txn","","","Venenosaurus","","66515","genus","Venenosaurus","38673","13848","extinct","1"
"91657","91657","txn","IF","","Titanosaurimanus","","91657","genus","Titanosaurimanus","57468","19574","extinct","3"
"64328","64328","txn","","","Iuticosaurus","nomen dubium","57468","unranked clade","Titanosauriformes","57468","13022","extinct","0"
"119652","119652","txn","","","Brohisaurus","nomen dubium","57468","unranked clade","Titanosauriformes","57468","28188","extinct","0"
"377178","377178","txn","","","Liaoningotitan","","377178","genus","Liaoningotitan","57468","66900","extinct","1"
"133729","133729","txn","","","Jiutaisaurus","nomen dubium","57468","unranked clade","Titanosauriformes","57468","33198","extinct","0"
"53018","53018","txn","","","Eucamerotus","nomen dubium","57468","unranked clade","Titanosauriformes","57468","7819","extinct","1"
"38678","38678","txn","","","Pelorosaurus","","38678","genus","Pelorosaurus","57468","19872","extinct","3"
"234033","234033","txn","","","Rugocaudia","nomen dubium","57468","unranked clade","Titanosauriformes","57468","41419","extinct","0"
"153809","153809","txn","","","Fusuisaurus","","153809","genus","Fusuisaurus","57468","30716","extinct","1"
"501005","501005","txn","IF","","Sousatitanosauripus","","501005","genus","Sousatitanosauripus","57468","90008","extinct","1"
"455553","455553","txn","IF","","Occitanopodus","","455553","genus","Occitanopodus","57468","81572","extinct","1"
"83099","83099","txn","","","Pukyongosaurus","nomen dubium","57468","unranked clade","Titanosauriformes","57468","44394","extinct","0"
"38674","38674","txn","","","Astrodon","nomen dubium","57438","unranked clade","Macronaria","57438","36754","extinct","5"
"82957","82957","txn","","","Astrodontonius","nomen dubium","57438","unranked clade","Macronaria","57438","15490","extinct","5"
"53041","53041","txn","","","Atlasaurus","","53041","genus","Atlasaurus","57438","12237","extinct","1"
"353501","353501","txn","IF","","Oobardjidama","","353501","genus","Oobardjidama","57439","62321","extinct","1"
"64408","64408","txn","","","Ischyrosaurus","nomen dubium","57439","unranked clade","Neosauropoda","57439","7423","extinct","0"
"38676","38676","txn","","","Bothriospondylus","nomen dubium","57439","unranked clade","Neosauropoda","57439","14124","extinct","0"
"134959","134959","txn","","","Marmarospondylus","nomen dubium","57439","unranked clade","Neosauropoda","57439","14124","extinct","0"
"38658","38658","txn","","","Haplocanthosaurus","","38658","genus","Haplocanthosaurus","57362","10486","extinct","11"
"57369","57369","txn","","","Haplocanthus","subjective synonym of","38658","genus","Haplocanthosaurus","57362","10485","extinct","11"
"53180","53180","txn","","","Amphicoelias","","53180","genus","Amphicoelias","57362","33920","extinct","3"
"507183","507183","txn","","","Cienciargentina","","507183","genus","Cienciargentina","57365","91812","extinct","1"
"140520","140520","txn","","","Nopcsaspondylus","","140520","genus","Nopcsaspondylus","322720","29093","extinct","1"
"273396","273396","txn","","","Tataouinea","","273396","genus","Tataouinea","322714","47523","extinct","1"
"390654","390654","txn","","","Itapeuasaurus","","390654","genus","Itapeuasaurus","322714","69634","extinct","1"
"202269","202269","txn","","","Demandasaurus","","202269","genus","Demandasaurus","322714","37926","extinct","2"
"57366","57366","txn","","","Nigersaurus","","57366","genus","Nigersaurus","322714","10484","extinct","3"
"38679","38679","txn","","","Rebbachisaurus","","38679","genus","Rebbachisaurus","322714","29347","extinct","5"
"63871","63871","txn","","","Limaysaurus","","63871","genus","Limaysaurus","243718","12292","extinct","6"
"89494","89494","txn","","","Cathartesaura","","89494","genus","Cathartesaura","243718","19213","extinct","1"
"515930","515930","txn","","","Astigmasaura","","515930","genus","Astigmasaura","57365","93303","extinct","1"
"68179","68179","txn","","","Histriasaurus","","68179","genus","Histriasaurus","57365","7449","extinct","1"
"481295","481295","txn","","","Sidersaura","","481295","genus","Sidersaura","57365","87060","extinct","2"
"57368","57368","txn","","","Rayososaurus","","57368","genus","Rayososaurus","57365","16547","extinct","1"
"378233","378233","txn","","","Maraapunisaurus","","378233","genus","Maraapunisaurus","57365","67166","extinct","1"
"89458","89458","txn","","","Amazonsaurus","","89458","genus","Amazonsaurus","57365","19194","extinct","1"
"496269","496269","txn","","","Campananeyen","","496269","genus","Campananeyen","57365","89226","extinct","1"
"66565","66565","txn","","","Agustinia","","66565","genus","Agustinia","57365","13862","extinct","1"
"378458","378458","txn","","","Lavocatisaurus","","378458","genus","Lavocatisaurus","57365","67253","extinct","1"
"111394","111394","txn","","","Xenoposeidon","","111394","genus","Xenoposeidon","57365","25840","extinct","1"
"282473","282473","txn","","","Katepensaurus","","282473","genus","Katepensaurus","57365","48949","extinct","1"
"89456","89456","txn","","","Zapalasaurus","","89456","genus","Zapalasaurus","57365","19193","extinct","1"
"251279","251279","txn","","","Comahuesaurus","","251279","genus","Comahuesaurus","57365","43621","extinct","1"
"375508","375508","txn","","","Pilmatueia","","375508","genus","Pilmatueia","53961","66684","extinct","1"
"140517","140517","txn","","","Amargatitanis","","140517","genus","Amargatitanis","53961","29093","extinct","1"
"253018","253018","txn","","","Kaatedocus","","253018","genus","Kaatedocus","53961","43977","extinct","1"
"157545","157545","txn","","","Dyslocosaurus","","157545","genus","Dyslocosaurus","53961","31175","extinct","1"
"53960","53960","txn","","","Amargasaurus","","53960","genus","Amargasaurus","57351","63573","extinct","2"
"38668","38668","txn","","","Dicraeosaurus","","38668","genus","Dicraeosaurus","57351","36770","extinct","19"
"381349","381349","txn","","","Bajadasaurus","","381349","genus","Bajadasaurus","57351","67852","extinct","1"
"66114","66114","txn","","","Brachytrachelopan","","66114","genus","Brachytrachelopan","57351","13656","extinct","1"
"57363","57363","txn","","","Suuwassea","","57363","genus","Suuwassea","53961","10483","extinct","2"
"515983","515983","txn","","","Athenar","","515983","genus","Athenar","53961","93312","extinct","1"
"431632","431632","txn","","","Smitanosaurus","","431632","genus","Smitanosaurus","53961","75066","extinct","1"
"374083","374083","txn","","","Lingwulong","","374083","genus","Lingwulong","57361","66404","extinct","1"
"56456","56456","txn","","","Supersaurus","","56456","genus","Supersaurus","65916","12262","extinct","5"
"63785","63785","txn","","","Dystylosaurus","subjective synonym of","56456","genus","Supersaurus","65916","12262","extinct","5"
"56454","56454","txn","","","Ultrasauros","subjective synonym of","56456","genus","Supersaurus","65916","29674","extinct","5"
"56450","56450","txn","","","Ultrasaurus","subjective synonym of","56456","genus","Supersaurus","65916","12262","extinct","5"
"498483","498483","txn","","","Ardetosaurus","","498483","genus","Ardetosaurus","65916","89446","extinct","1"
"38695","38695","txn","","","Tornieria","","38695","genus","Tornieria","65916","34366","extinct","7"
"65361","65361","txn","","","Dinheirosaurus","","65361","genus","Dinheirosaurus","65916","13166","extinct","1"
"319102","319102","txn","","","Galeamopus","","319102","genus","Galeamopus","65916","55026","extinct","6"
"38669","38669","txn","","","Diplodocus","","38669","genus","Diplodocus","65916","7803","extinct","66"
"66614","66614","txn","","","Seismosaurus","subjective synonym of","38669","genus","Diplodocus","65916","13886","extinct","66"
"295114","295114","txn","","","Leinkupal","","295114","genus","Leinkupal","65916","51173","extinct","1"
"38666","38666","txn","","","Barosaurus","","38666","genus","Barosaurus","65916","12250","extinct","19"
"57456","57456","txn","","","Gigantosaurus","subjective synonym of","38666","genus","Barosaurus","65916","51607","extinct","19"
"52983","52983","txn","","","Brontosaurus","","52983","genus","Brontosaurus","66543","7814","extinct","23"
"66833","66833","txn","","","Eobrontosaurus","subjective synonym of","52983","genus","Brontosaurus","66543","14072","extinct","23"
"66539","66539","txn","","","Elosaurus","subjective synonym of","52983","genus","Brontosaurus","66543","13855","extinct","23"
"38665","38665","txn","","","Apatosaurus","","38665","genus","Apatosaurus","66543","7811","extinct","67"
"77217","77217","txn","","","Titanosaurus","subjective synonym of","38665","genus","Apatosaurus","66543","7812","extinct","67"
"38667","38667","txn","","","Cetiosauriscus","","38667","genus","Cetiosauriscus","57361","16915","extinct","1"
"514503","514503","txn","","","Huashanosaurus","","514503","genus","Huashanosaurus","57437","93029","extinct","1"
"476541","476541","txn","","","Tharosaurus","nomen dubium","57437","unranked clade","Eusauropoda","57437","85624","extinct","0"
"65915","65915","txn","","","Lapparentosaurus","","65915","genus","Lapparentosaurus","57437","13816","extinct","1"
"428862","428862","txn","","","Bagualia","","428862","genus","Bagualia","57437","74383","extinct","1"
"409504","409504","txn","","","Amanzia","","409504","genus","Amanzia","91328","71775","extinct","2"
"425748","425748","txn","","","Narindasaurus","","425748","genus","Narindasaurus","91328","73748","extinct","1"
"362685","362685","txn","","","Mierasaurus","","362685","genus","Mierasaurus","91328","63702","extinct","1"
"294727","294727","txn","","","Zby","","294727","genus","Zby","91328","51084","extinct","2"
"71876","71876","txn","","","Tendaguria","","71876","genus","Tendaguria","91328","16740","extinct","2"
"351930","351930","txn","","","Moabosaurus","","351930","genus","Moabosaurus","91328","62146","extinct","2"
"91327","91327","txn","","","Turiasaurus","","91327","genus","Turiasaurus","91328","19463","extinct","5"
"57684","57684","txn","","","Losillasaurus","","57684","genus","Losillasaurus","91328","10657","extinct","3"
"38706","38706","txn","","","Dystrophaeus","","38706","genus","Dystrophaeus","57437","7794","extinct","1"
"81009","81009","txn","","","Chebsaurus","","81009","genus","Chebsaurus","38654","17310","extinct","1"
"65679","65679","txn","","","Protognathosaurus","","65679","genus","Protognathosaurus","38654","29674","extinct","1"
"65677","65677","txn","","","Protognathus","replaced by","65679","genus","Protognathosaurus","38654","28526","extinct","1"
"38662","38662","txn","","","Patagosaurus","","38662","genus","Patagosaurus","38654","7879","extinct","4"
"38659","38659","txn","","","Rhoetosaurus","","38659","genus","Rhoetosaurus","57437","10599","extinct","1"
"313709","313709","txn","","","Qijianglong","","313709","genus","Qijianglong","53026","54169","extinct","1"
"71525","71525","txn","","","Chuanjiesaurus","","71525","genus","Chuanjiesaurus","53026","16660","extinct","1"
"381043","381043","txn","","","Wamweracaudia","","381043","genus","Wamweracaudia","53026","67806","extinct","2"
"38670","38670","txn","","","Mamenchisaurus","","38670","genus","Mamenchisaurus","53026","24276","extinct","24"
"309607","309607","txn","","","Huangshanlong","","309607","genus","Huangshanlong","53026","53528","extinct","1"
"511034","511034","txn","","","Tongnanlong","","511034","genus","Tongnanlong","53026","92519","extinct","1"
"38703","38703","txn","","","Tienshanosaurus","","38703","genus","Tienshanosaurus","53026","24250","extinct","3"
"484710","484710","txn","","","Jingiella","","484710","genus","Jingiella","53026","87607","extinct","1"
"38702","38702","txn","","","Omeisaurus","","38702","genus","Omeisaurus","53026","12538","extinct","13"
"54863","54863","txn","","","Bellusaurus","","54863","genus","Bellusaurus","53026","9264","extinct","1"
"66626","66626","txn","","","Klamelisaurus","","66626","genus","Klamelisaurus","53026","13896","extinct","1"
"171374","171374","txn","","","Tonganosaurus","","171374","genus","Tonganosaurus","53026","33949","extinct","1"
"146463","146463","txn","","","Daanosaurus","","146463","genus","Daanosaurus","53026","29881","extinct","1"
"56458","56458","txn","","","Abrosaurus","","56458","genus","Abrosaurus","53026","35971","extinct","1"
"446268","446268","txn","","","Rhomaleopakhus","","446268","genus","Rhomaleopakhus","53026","78881","extinct","1"
"153855","153855","txn","","","Eomamenchisaurus","","153855","genus","Eomamenchisaurus","53026","30692","extinct","1"
"66512","66512","txn","","","Zigongosaurus","","66512","genus","Zigongosaurus","53026","13842","extinct","0"
"84655","84655","txn","","","Yuanmousaurus","","84655","genus","Yuanmousaurus","53026","18457","extinct","1"
"414475","414475","txn","","","Analong","","414475","genus","Analong","53026","72051","extinct","1"
"58889","58889","txn","","","Hudiesaurus","","58889","genus","Hudiesaurus","53026","11762","extinct","1"
"376757","376757","txn","","","Anhuilong","","376757","genus","Anhuilong","53026","66843","extinct","1"
"287379","287379","txn","","","Xinjiangtitan","","287379","genus","Xinjiangtitan","53026","49813","extinct","1"
"321574","321574","txn","","","Haestasaurus","","321574","genus","Haestasaurus","57437","55439","extinct","1"
"53008","53008","txn","","","Cardiodon","","53008","genus","Cardiodon","57437","68103","extinct","1"
"519530","519530","txn","","","Jinchuanloong","","519530","genus","Jinchuanloong","57437","94633","extinct","1"
"38684","38684","txn","","","Algoasaurus","nomen dubium","57437","unranked clade","Eusauropoda","57437","23770","extinct","0"
"52769","52769","txn","","","Datousaurus","","52769","genus","Datousaurus","57437","7755","extinct","2"
"461498","461498","txn","","","Perijasaurus","","461498","genus","Perijasaurus","57437","82375","extinct","1"
"57435","57435","txn","","","Jobaria","","57435","genus","Jobaria","57437","10484","extinct","2"
"38660","38660","txn","","","Shunosaurus","","38660","genus","Shunosaurus","57437","17258","extinct","5"
"270395","270395","txn","","","Nebulasaurus","","270395","genus","Nebulasaurus","57437","47105","extinct","1"
"67549","67549","txn","","","Ferganasaurus","","67549","genus","Ferganasaurus","57437","14368","extinct","1"
"176574","176574","txn","","","Spinophorosaurus","","176574","genus","Spinophorosaurus","133909","35082","extinct","1"
"38657","38657","txn","","","Cetiosaurus","","38657","genus","Cetiosaurus","133909","29200","extinct","30"
"38661","38661","txn","","","Volkheimeria","","38661","genus","Volkheimeria","133909","7879","extinct","1"
"38656","38656","txn","","","Barapasaurus","","38656","genus","Barapasaurus","133909","9479","extinct","2"
"38655","38655","txn","","","Amygdalodon","","38655","genus","Amygdalodon","133909","4208","extinct","1"
"442341","442341","txn","IF","","Megalobrontes","","442341","genus","Megalobrontes","38653","50085","extinct","0"
"501000","501000","txn","IF","","Galinhapodus","","501000","genus","Galinhapodus","38653","90003","extinct","4"
"260472","260472","txn","IF","","Polyonyx","replaced by","501000","genus","Galinhapodus","38653","35187","extinct","4"
"65673","65673","txn","","","Kunmingosaurus","nomen dubium","38653","unranked clade","Sauropoda","38653","13360","extinct","1"
"65157","65157","txn","","","Neosodon","nomen dubium","38653","unranked clade","Sauropoda","38653","46546","extinct","1"
"66270","66270","txn","","","Clasmodosaurus","nomen dubium","38653","unranked clade","Sauropoda","38653","13712","extinct","0"
"38704","38704","txn","","","Asiatosaurus","nomen dubium","38653","unranked clade","Sauropoda","38653","13097","extinct","6"
"157362","157362","txn","","","Aardonyx","","157362","genus","Aardonyx","174880","31154","extinct","1"
"38652","38652","txn","","","Blikanasaurus","","38652","genus","Blikanasaurus","174880","9521","extinct","2"
"519549","519549","txn","","","Xiangyunloong","","519549","genus","Xiangyunloong","181611","94636","extinct","1"
"466650","466650","txn","","","Tuebingosaurus","","466650","genus","Tuebingosaurus","181611","83610","extinct","1"
"38637","38637","txn","","","Anchisaurus","","38637","genus","Anchisaurus","181611","9053","extinct","5"
